acc,loss,val_acc,val_loss
0.5030136885708325,0.6929189724464939,0.49876710372428373,0.6922957528127383
0.5012328665550441,0.6915359387659047,0.49876710372428373,0.6888756273543998
0.5013698599109911,0.6831808872418861,0.49465752872702196,0.6692650816211961
0.6069862834394795,0.6482372488061042,0.7901370280409512,0.6047911438223433
0.7873972843771111,0.5504594556272846,0.8224657718449423,0.48225775948942523
0.8390411225083756,0.43023861932427915,0.8608219324725948,0.36735148903441756
0.8831506832005226,0.3225312976804498,0.9046575371533224,0.2688618557093895
0.9120547980478365,0.24860360900016681,0.9412328667836647,0.20039374746688424
0.9419177989437155,0.18004394026651774,0.9445205425562924,0.15634070904287573
0.9517808065022508,0.14190225401153303,0.9561643606995883,0.13967343903567692
0.9519177872840673,0.1312996600588707,0.9650684686556255,0.10912915568237436
0.9643835356790725,0.10949593772218652,0.9586301078535107,0.1122142785624282
0.9679451775877443,0.09508543163537979,0.9676712058994869,0.0973408871317563
0.972328727702572,0.08351106839637233,0.968493119984457,0.08812767781623422
0.9728766816936127,0.07601210896487105,0.9673972342112293,0.09124921601112575
0.9735616076482485,0.07525575989729738,0.9708218855400608,0.08127112178361579
0.9739725671402396,0.07093556956069111,0.9689040801296496,0.08941059700430257
0.9694520251391685,0.08736854496679894,0.964246548691841,0.10083430511494205
0.9676712062260876,0.09112918515727944,0.9680821621254699,0.09104506126413607
0.9756164033118992,0.07106705058927405,0.9736985951253813,0.07655384332349856
0.9798629723183097,0.06262699002272462,0.9778081823701728,0.06551570208513574
0.9791780426077646,0.05800789946766749,0.9765753069969073,0.0709391006255803
0.9779451660913964,0.060788009448410715,0.9776711955462416,0.06340218490525468
0.9806848898325881,0.054236130773612896,0.9783561255833874,0.06371761850298267
0.9810958493245792,0.05321882565135825,0.9790410572535371,0.06121245102114874
0.9813698221559394,0.053986739663228596,0.980136947272575,0.058991143597315436
0.9831506417222219,0.0507208570633849,0.9806848919554932,0.05781909013039445
0.9849314624316072,0.04858316008562911,0.981232838108115,0.05776233291381026
0.9842465302715563,0.049497030950980646,0.9782191394126578,0.06479413281768968
0.980958864133652,0.05209283921102138,0.9816437966203037,0.05606721015009161
0.9854794071145254,0.047311148435285645,0.983013655388192,0.054287666010938276
0.9852054334666631,0.044673432307700586,0.9815068083266689,0.05485352094042791
0.9847944749544745,0.044346679195965806,0.9810958489979783,0.05828476729866577
0.9828766687275612,0.04956898621908606,0.9816437944973985,0.05373770529276704
0.9810958529171878,0.05185061697274038,0.9819177668388576,0.05396755344859541
0.9849314624316072,0.044837533407015344,0.9836985862418397,0.050728627988328674
0.9865752958271602,0.041913659038813146,0.9836985862418397,0.053554238817871434
0.9846574887837449,0.047483700319920503,0.9784931117541169,0.06463197034923998
0.983287629362655,0.048737487054034453,0.977534208069109,0.06717662088675042
0.9839725593998008,0.045231349807079525,0.9845205026130154,0.04947568207775077
0.9871232405100783,0.040024090160245766,0.9841095441008267,0.048108569502014004
0.9873972121983359,0.03875525800945007,0.9835615994179085,0.04978796767249499
0.9878081700573229,0.038015425674719355,0.983424613247179,0.04939288843984473
0.9867122836308937,0.03861019556244759,0.9824657115217758,0.05256767370929457
0.9879451575344556,0.03805887521538016,0.9852054334666631,0.046993768225385715
0.9878081720169276,0.03827929887665461,0.9850684479491352,0.04659443341501772
0.9879451575344556,0.038354900509935536,0.9828766700339644,0.051609671993614874
0.9846574910699505,0.04462340906874774,0.9860273504910404,0.045978594418257884
0.9832876278929514,0.04545932948997576,0.9828766692174624,0.0542758340704931
0.9863013270783098,0.043575917699769755,0.9836985862418397,0.05188729697710847
